-8.866524100303649902e-01,1.224362134933471680e+00,1.191401600837707520e+00,1.312131643295288086e+00,2.919569611549377441e-01,1.052485704421997070e-01,-6.283385157585144043e-01,-1.446500658988952637e+00,-5.711604952812194824e-01,6.550174951553344727e-02,1.022559881210327148e+00,4.205155372619628906e-01,-1.000576019287109375e-01,1.630670726299285889e-01,9.444835782051086426e-01
7.609661221504211426e-01,1.552657127380371094e+00,-3.203314840793609619e-01,1.559894680976867676e+00,-9.369101375341415405e-02,-4.157772362232208252e-01,5.872792005538940430e-01,9.538176655769348145e-01,1.758568286895751953e+00,1.157528281211853027e+00,9.832168817520141602e-01,-1.469996809959411621e+00,-1.159532368183135986e-01,1.686131477355957031e+00,1.461154937744140625e+00
-1.266140460968017578e+00,5.140669345855712891e-01,1.668255329132080078e+00,-1.189445018768310547e+00,-2.286293506622314453e-01,1.655385136604309082e+00,-5.211057066917419434e-01,-1.876205325126647949e+00,-5.736545324325561523e-01,-1.984709501266479492e+00,-6.948401927947998047e-01,9.469318389892578125e-01,-1.634487807750701904e-01,-1.332852125167846680e+00,3.469933271408081055e-01
2.532675027847290039e+00,3.090017437934875488e-01,-2.193602800369262695e+00,-5.819475650787353516e-01,-4.171301722526550293e-01,-1.289614677429199219e+00,2.492101043462753296e-01,1.442706346511840820e+00,1.161430358886718750e+00,-2.020184397697448730e-01,1.162234663963317871e+00,-1.425558328628540039e+00,-1.472449898719787598e+00,1.372732967138290405e-01,3.734276443719863892e-02
-1.602341175079345703e+00,-6.272727251052856445e-02,-3.837764561176300049e-01,5.438258647918701172e-01,3.638368844985961914e-01,-4.874648451805114746e-01,-7.228431701660156250e-01,-4.678147137165069580e-01,-4.129213392734527588e-01,1.728938221931457520e+00,-5.495927929878234863e-01,5.962220430374145508e-01,9.268416166305541992e-01,-1.466660499572753906e-01,1.275105953216552734e+00
-1.137473225593566895e+00,3.081565201282501221e-01,2.634588181972503662e-01,-3.059084415435791016e-01,-1.946838498115539551e-01,1.303224802017211914e+00,-6.021559238433837891e-03,-1.003486633300781250e+00,5.298734307289123535e-01,9.608560204505920410e-01,2.169290184974670410e-01,9.175868034362792969e-01,1.686576247215270996e+00,-2.776849269866943359e-01,7.647171020507812500e-01
-1.566755414009094238e+00,1.206912994384765625e+00,9.674564599990844727e-01,-6.316790580749511719e-01,-6.716669797897338867e-01,1.807828783988952637e+00,-5.119370222091674805e-01,-1.709595441818237305e+00,6.013348698616027832e-03,1.632066369056701660e-01,1.004436135292053223e+00,1.010035037994384766e+00,4.948018491268157959e-02,-5.596659183502197266e-01,4.289678335189819336e-01
-2.086354792118072510e-01,1.218905091285705566e+00,-1.075382232666015625e+00,6.783717870712280273e-01,-5.051651597023010254e-01,-1.114768028259277344e+00,2.033805698156356812e-01,6.578146219253540039e-01,3.552403450012207031e-01,1.554795503616333008e+00,1.204893231391906738e+00,-4.188785552978515625e-01,2.054375857114791870e-01,9.566311240196228027e-01,2.010468482971191406e+00
-4.784571826457977295e-01,1.604033231735229492e+00,1.724058032035827637e+00,1.790828108787536621e+00,2.446227073669433594e-01,-2.011784911155700684e-01,-4.824542701244354248e-01,-1.471267104148864746e+00,-1.384335994720458984e+00,-9.098635315895080566e-01,1.517517805099487305e+00,8.025599718093872070e-01,-1.870387345552444458e-01,-3.326341509819030762e-02,8.639878630638122559e-01
1.005674719810485840e+00,5.178348422050476074e-01,1.528919674456119537e-02,2.097038030624389648e+00,1.194154247641563416e-01,-1.151091337203979492e+00,-1.123785853385925293e+00,-6.573215126991271973e-03,-3.790689110755920410e-01,4.853393882513046265e-02,1.650715827941894531e+00,-1.014852285385131836e+00,-1.731296300888061523e+00,6.437020897865295410e-01,-3.647773265838623047e-01
