-2.114261090755462646e-01,3.591101616621017456e-02,-1.291968584060668945e+00,1.522961258888244629e+00,7.350998371839523315e-02,-1.365782856941223145e+00,-2.670668065547943115e-02,-1.438829675316810608e-02,-2.122927904129028320e+00,-4.513074457645416260e-02,2.462603151798248291e-02,-1.634573101997375488e+00,-1.151707410812377930e+00,-3.824685513973236084e-01,-7.169313430786132812e-01,-1.430580973625183105e+00,4.341605305671691895e-01,-1.284925818443298340e+00,-4.254105687141418457e-01,-2.889116406440734863e-01
-1.490717768669128418e+00,3.755077719688415527e-03,-1.964057385921478271e-01,-5.215608477592468262e-01,-3.222724050283432007e-02,8.077225089073181152e-01,2.779291868209838867e-01,-3.346744924783706665e-03,1.014023780822753906e+00,-4.006639122962951660e-03,8.465166687965393066e-01,1.163261651992797852e+00,-1.010351657867431641e+00,4.297659993171691895e-01,1.008128166198730469e+00,-9.828866273164749146e-02,-6.462055444717407227e-01,-4.283286333084106445e-01,2.648299336433410645e-01,6.163282990455627441e-01
8.191210776567459106e-02,-2.076523192226886749e-02,-2.881748676300048828e-01,-4.642560482025146484e-01,-6.413976103067398071e-02,-1.064938306808471680e+00,-2.189734280109405518e-01,1.597384735941886902e-02,8.141810894012451172e-01,2.693036943674087524e-02,1.281829357147216797e+00,4.543707966804504395e-01,-5.324084162712097168e-01,-2.064588069915771484e+00,3.304781913757324219e-01,7.140429615974426270e-01,3.005385398864746094e-02,1.561834335327148438e+00,1.274463981389999390e-01,-2.310567349195480347e-01
-3.078195452690124512e-01,-1.040631718933582306e-02,5.823848247528076172e-01,-6.103038787841796875e-01,-1.173879764974117279e-02,6.759234070777893066e-01,1.253897428512573242e+00,2.018836885690689087e-02,1.141786456108093262e+00,1.185163110494613647e-02,3.306250274181365967e-01,-3.571710586547851562e-01,-1.389514088630676270e+00,2.927729487419128418e-01,-1.245896100997924805e+00,2.952053584158420563e-02,1.508319020271301270e+00,6.522192955017089844e-01,1.083853602409362793e+00,-1.117953300476074219e+00
1.830531239509582520e+00,2.568169124424457550e-02,-1.319618970155715942e-01,-5.131624937057495117e-01,-1.096664927899837494e-02,-8.943349719047546387e-01,-1.778295785188674927e-01,6.115473806858062744e-03,7.432249188423156738e-01,-6.749797612428665161e-03,-9.135498404502868652e-01,-1.187188863754272461e+00,8.269499540328979492e-01,1.096303224563598633e+00,-1.806097030639648438e+00,-2.074097692966461182e-01,-8.086708188056945801e-01,3.896576166152954102e-01,2.427192211151123047e+00,7.550207972526550293e-01
5.178943276405334473e-01,8.796913549304008484e-03,7.243170738220214844e-01,-2.557846009731292725e-01,-2.552374452352523804e-02,-1.388796925544738770e+00,5.650011301040649414e-01,1.141567714512348175e-02,-4.250042736530303955e-01,1.173066347837448120e-02,4.839670360088348389e-01,-4.817870259284973145e-01,-1.329431295394897461e+00,-5.983114242553710938e-04,-1.106711626052856445e+00,2.927049435675144196e-02,-4.978415966033935547e-01,-1.873511075973510742e-01,-1.284548759460449219e+00,-8.872146606445312500e-01
2.101328074932098389e-01,2.884132787585258484e-03,1.124416589736938477e+00,-1.066646814346313477e+00,-4.429723694920539856e-02,-9.101305603981018066e-01,-2.125609397888183594e+00,1.004307344555854797e-02,8.932060599327087402e-01,1.630953699350357056e-02,-3.222070932388305664e-01,1.329045295715332031e+00,-3.579269349575042725e-02,8.803455233573913574e-01,2.648171186447143555e-01,2.108527123928070068e-01,3.788174390792846680e-01,-3.433560132980346680e-01,-1.328421115875244141e+00,-6.778481006622314453e-01
1.345067322254180908e-01,2.428826503455638885e-02,-1.055466234683990479e-01,1.459904551506042480e+00,1.380683481693267822e-02,-8.852773308753967285e-01,-5.895585417747497559e-01,-1.699876040220260620e-02,8.977175354957580566e-01,-6.826072931289672852e-03,-7.009689211845397949e-01,7.502083182334899902e-01,-1.246425628662109375e+00,-2.139030694961547852e-01,-6.429999470710754395e-01,-5.136637687683105469e-01,8.298336863517761230e-01,1.114566922187805176e+00,3.840254545211791992e-01,-8.446171283721923828e-01
-5.766957402229309082e-01,-2.964781597256660461e-03,2.323635369539260864e-01,1.007179915904998779e-01,3.542938083410263062e-02,-2.865087091922760010e-01,1.288671493530273438e+00,2.267768047749996185e-02,-2.589846611022949219e+00,-1.960848644375801086e-02,-1.414300084114074707e+00,-1.610689878463745117e+00,-1.170068264007568359e+00,-1.017141342163085938e-01,-1.259306520223617554e-01,-7.870058417320251465e-01,7.889218330383300781e-01,-2.544440627098083496e-01,-2.454807758331298828e-01,-4.379732608795166016e-01
1.060370430350303650e-01,1.726864650845527649e-02,-3.142015933990478516e-01,-1.763352870941162109e+00,9.743001312017440796e-03,2.205017022788524628e-03,-1.294109940528869629e+00,-7.184665650129318237e-03,9.875521063804626465e-01,-3.292375802993774414e-02,-1.750540584325790405e-01,6.317523717880249023e-01,-2.207609117031097412e-01,-7.730988860130310059e-01,1.322341114282608032e-01,-4.637910723686218262e-01,6.560661792755126953e-01,-3.543162345886230469e-02,-8.350509405136108398e-01,1.050506591796875000e+00
1.715410351753234863e-01,1.412592828273773193e-03,7.351314425468444824e-01,-9.526938199996948242e-01,-2.800901606678962708e-02,-4.658051729202270508e-01,-7.948216199874877930e-01,2.428426407277584076e-02,9.558501839637756348e-01,-1.264595985412597656e-02,2.044061720371246338e-01,1.801455736160278320e+00,-2.484628558158874512e-02,3.715547919273376465e-01,-6.436316370964050293e-01,-2.391816973686218262e-01,-8.507170081138610840e-01,-2.459011077880859375e-01,-9.616268873214721680e-01,1.031937479972839355e+00
5.204262137413024902e-01,-2.994926646351814270e-03,-3.703626990318298340e-01,-9.839762449264526367e-01,-4.109467938542366028e-02,-1.466128826141357422e+00,1.954322010278701782e-01,1.375008001923561096e-02,-7.203136086463928223e-01,1.673995703458786011e-02,5.899515748023986816e-02,-2.529679536819458008e-01,-9.392828941345214844e-01,-1.366227626800537109e+00,5.670312047004699707e-01,2.606270313262939453e-01,-4.405057430267333984e-01,1.760609865188598633e+00,-6.991218328475952148e-01,1.051194787025451660e+00
5.940328240394592285e-01,7.496761158108711243e-03,9.864591956138610840e-01,-1.221844792366027832e+00,-1.549750193953514099e-02,-6.454489827156066895e-01,-9.457629919052124023e-01,4.489999264478683472e-03,4.679451286792755127e-01,-1.687845960259437561e-02,2.435478717088699341e-01,1.164403796195983887e+00,2.686231732368469238e-01,-1.097544580698013306e-01,-1.405040472745895386e-01,-3.057355582714080811e-01,3.558937907218933105e-01,8.555554151535034180e-01,-5.663313269615173340e-01,1.195183634757995605e+00
1.066083982586860657e-01,2.880766987800598145e-05,6.989596486091613770e-01,-6.827824115753173828e-01,-6.881566718220710754e-03,-7.887882590293884277e-01,-2.044528245925903320e+00,1.606920734047889709e-02,2.543299496173858643e-01,-6.688255816698074341e-03,-1.018635481595993042e-01,1.728031754493713379e+00,1.636251807212829590e-03,3.066174387931823730e-01,1.125209853053092957e-01,-3.602460920810699463e-01,-1.460688114166259766e+00,8.132046461105346680e-01,-5.634824037551879883e-01,-2.566321194171905518e-01
-1.372040748596191406e+00,9.117133915424346924e-03,-4.001522064208984375e-01,-6.058192253112792969e-01,1.485369354486465454e-02,-6.742011904716491699e-01,-1.682757735252380371e-01,2.691025659441947937e-02,-2.073512226343154907e-02,6.316788494586944580e-03,2.112439870834350586e-01,-7.521768808364868164e-01,1.231200337409973145e+00,-6.593419313430786133e-01,-1.157608777284622192e-01,-1.604517996311187744e-01,2.958192229270935059e-01,1.386628031730651855e+00,-4.743859767913818359e-01,-8.282040357589721680e-01
-2.765810966491699219e+00,2.227978408336639404e-02,-1.893986165523529053e-01,-3.795075416564941406e-01,2.098447829484939575e-02,3.755488619208335876e-02,-2.325623035430908203e-01,-1.223249360918998718e-02,2.201136946678161621e-01,-2.836662158370018005e-02,-1.071494579315185547e+00,8.612133860588073730e-01,-1.114220261573791504e+00,-4.314832985401153564e-01,6.520829200744628906e-01,-8.285759091377258301e-01,-8.239965140819549561e-02,-6.452903151512145996e-01,4.166459143161773682e-01,1.503706723451614380e-01
2.073394954204559326e-01,-3.100634180009365082e-02,-8.902364373207092285e-01,-1.567584395408630371e+00,-6.123511493206024170e-02,6.553542613983154297e-02,-6.224551200866699219e-01,-1.619508117437362671e-02,1.041684389114379883e+00,2.558940649032592773e-02,5.334973931312561035e-01,1.504616498947143555e+00,1.515896767377853394e-01,7.473501563072204590e-01,-2.258699983358383179e-01,6.345519423484802246e-01,-8.966956138610839844e-01,1.622747659683227539e+00,-1.184482932090759277e+00,1.266158461570739746e+00
-1.795405626296997070e+00,-6.120356917381286621e-02,-3.089919686317443848e-03,-7.739641666412353516e-01,-4.182192310690879822e-02,-1.403792738914489746e+00,9.212182462215423584e-02,4.056449234485626221e-02,-8.420284986495971680e-01,6.950385123491287231e-02,1.165956616401672363e+00,-1.321695804595947266e+00,5.065384507179260254e-01,-6.734967231750488281e-03,4.936659932136535645e-01,1.241953492164611816e+00,-7.603446245193481445e-01,5.701736211776733398e-01,1.766995310783386230e+00,1.046379685401916504e+00
-1.315543800592422485e-02,-8.771909400820732117e-03,6.248920559883117676e-01,-1.347662448883056641e+00,-2.642960287630558014e-02,-1.409959316253662109e+00,3.654809296131134033e-02,1.047191582620143890e-02,7.814471721649169922e-01,1.940049231052398682e-03,2.282921224832534790e-01,1.042997598648071289e+00,3.101302981376647949e-01,7.894069552421569824e-01,1.326126694679260254e+00,-6.020250171422958374e-02,-1.001136153936386108e-01,-2.274028956890106201e-02,-1.160973429679870605e+00,1.029674172401428223e+00
8.442317843437194824e-01,3.694572299718856812e-02,-2.772237956523895264e-01,3.325611352920532227e-03,5.878455936908721924e-02,1.017063856124877930e+00,9.970769286155700684e-03,7.805535569787025452e-03,-1.191740483045578003e-01,-2.950431779026985168e-02,8.525541424751281738e-01,-3.367052674293518066e-01,1.390283703804016113e+00,7.960276007652282715e-01,-6.724429130554199219e-01,-1.079879641532897949e+00,1.309821128845214844e+00,4.817566275596618652e-01,-1.091947257518768311e-01,-5.600713491439819336e-01
