-5.565428733825683594e-01,8.083293437957763672e-01,-6.337133646011352539e-01,-4.874002933502197266e-01,-3.347822725772857666e-01,-3.865048587322235107e-01,-5.216202735900878906e-01,-1.262900471687316895e+00,9.508012533187866211e-01,-1.939430236816406250e-01,-7.914665937423706055e-01,8.940399885177612305e-01,-4.608319401741027832e-01
-9.389181137084960938e-01,1.777099519968032837e-01,-7.024852037429809570e-01,-6.034112572669982910e-01,-5.392991006374359131e-02,-3.586609065532684326e-01,-4.338700771331787109e-01,-1.375068902969360352e+00,1.087637186050415039e+00,6.075910478830337524e-02,-7.708468437194824219e-01,6.758417487144470215e-01,-3.258073031902313232e-01
-7.897537946701049805e-01,-2.912169098854064941e-01,2.125573754310607910e-01,2.265924215316772461e-02,2.038910865783691406e+00,1.166513323783874512e+00,2.162080049514770508e+00,-2.907920628786087036e-02,3.518992662429809570e-01,1.432023763656616211e+00,3.529027700424194336e-01,-1.200415611267089844e+00,-1.028414726257324219e+00
-8.068695068359375000e-01,1.046013161540031433e-01,-8.369004726409912109e-01,-6.726563572883605957e-01,1.262321919202804565e-01,-3.523647785186767578e-01,-4.419643282890319824e-01,-1.365320920944213867e+00,1.038990259170532227e+00,5.944675579667091370e-02,-7.356784343719482422e-01,1.049145817756652832e+00,-6.076446771621704102e-01
-6.747117042541503906e-01,7.711464762687683105e-01,-5.073854923248291016e-01,-5.778861045837402344e-01,-2.138046026229858398e-01,-2.987500131130218506e-01,-3.052519559860229492e-01,-1.294917821884155273e+00,9.564018249511718750e-01,2.535454630851745605e-01,-8.019651770591735840e-01,8.905879259109497070e-01,-7.300683259963989258e-01
6.831286847591400146e-02,1.299003660678863525e-01,-5.226341485977172852e-01,1.855969786643981934e+00,-7.682018280029296875e-01,-1.291740685701370239e-01,-1.528103590011596680e+00,8.346848487854003906e-01,2.869029045104980469e-01,-1.941107511520385742e+00,-1.559494376182556152e+00,-1.762271881103515625e+00,1.560089826583862305e+00
3.351342678070068359e-01,1.759860515594482422e+00,5.546497106552124023e-01,-3.533789515495300293e-01,2.802374362945556641e-01,3.438762426376342773e-01,-5.860172510147094727e-01,3.713713884353637695e-01,-9.781039357185363770e-01,1.418725848197937012e+00,1.385881185531616211e+00,-1.402565360069274902e+00,-1.058594226837158203e+00
1.951131224632263184e+00,-8.260445296764373779e-02,-7.690287232398986816e-01,5.737438797950744629e-01,1.176141023635864258e+00,3.794867545366287231e-03,-1.251533925533294678e-01,9.192531108856201172e-01,-1.505871653556823730e+00,-2.251340150833129883e-01,2.146592438220977783e-01,1.527485251426696777e+00,-6.203099489212036133e-01
-6.055679321289062500e-01,6.787503957748413086e-01,-6.297162771224975586e-01,-4.372043013572692871e-01,-3.558067381381988525e-01,-3.897998631000518799e-01,-4.060546755790710449e-01,-1.232652544975280762e+00,1.100225210189819336e+00,-2.312940508127212524e-01,-9.022413492202758789e-01,1.000464200973510742e+00,-4.825375974178314209e-01
-8.636747598648071289e-01,-6.779948472976684570e-01,-1.002035617828369141e+00,-8.256483674049377441e-01,8.226683139801025391e-01,-2.750041149556636810e-02,-2.980237901210784912e-01,-1.517802834510803223e+00,1.251560330390930176e+00,1.873357892036437988e-01,-6.262037754058837891e-01,1.046616673469543457e+00,-3.822149634361267090e-01
9.106381237506866455e-02,1.471925377845764160e+00,5.851104259490966797e-01,9.022551774978637695e-01,-8.175285458564758301e-01,6.861411035060882568e-02,-7.889004945755004883e-01,1.103008508682250977e+00,-6.142653822898864746e-01,-1.033342182636260986e-01,-6.072044372558593750e-02,-2.449627399444580078e+00,-6.418079137802124023e-03
2.865588068962097168e-01,1.828341960906982422e+00,4.346046745777130127e-01,-3.334656357765197754e-01,1.686342656612396240e-01,2.941501736640930176e-01,-7.852416038513183594e-01,2.295639365911483765e-01,-7.938228845596313477e-01,1.153785705566406250e+00,1.104775190353393555e+00,-1.385275959968566895e+00,-9.606941938400268555e-01
-4.440873861312866211e-01,7.127093076705932617e-01,-4.958030879497528076e-01,-2.978608608245849609e-01,-3.609763383865356445e-01,-3.645562529563903809e-01,-3.151323199272155762e-01,-1.039325118064880371e+00,1.091277837753295898e+00,-1.523486971855163574e-01,-1.024005293846130371e+00,1.047647833824157715e+00,-5.982631444931030273e-01
-5.369632244110107422e-01,-1.532101392745971680e+00,6.037911176681518555e-01,6.403146982192993164e-01,6.866633892059326172e-01,-2.618210613727569580e-01,1.954025745391845703e+00,1.056101799011230469e+00,-1.553838968276977539e+00,1.411507368087768555e+00,1.217304587364196777e+00,1.590691357851028442e-01,-6.931027770042419434e-01
