7.745161056518554688e-01,-2.469522953033447266e-01,-4.957143068313598633e-01,-9.410262703895568848e-01,-1.551744103431701660e+00,2.999817430973052979e-01,7.431971430778503418e-01,1.615093588829040527e+00,-1.575703859329223633e+00,5.976222157478332520e-01,-2.256561070680618286e-01,-1.736744523048400879e+00,2.234060019254684448e-01,1.053600609302520752e-01,-1.191691681742668152e-01,7.857744693756103516e-01,-1.139166235923767090e+00,-6.011594533920288086e-01,6.487436890602111816e-01,-1.352332592010498047e+00,2.801472842693328857e-01,1.267175912857055664e+00,-3.135083913803100586e-01,6.921448111534118652e-01,6.528139114379882812e-01,6.274855732917785645e-01,2.724481821060180664e-01,9.965316057205200195e-01,-2.593638598918914795e-01,-3.638267517089843750e-04,-6.242203712463378906e-01,1.034745216369628906e+00
1.911890625953674316e+00,9.018000960350036621e-01,1.045146465301513672e+00,-9.752471446990966797e-01,-1.238811135292053223e+00,-1.228380441665649414e+00,-8.303861021995544434e-01,2.042729616165161133e+00,-3.181508541107177734e+00,2.771864831447601318e-02,1.247433852404356003e-02,-9.872899651527404785e-01,7.496737837791442871e-01,6.705041527748107910e-01,-8.524455428123474121e-01,-7.749654352664947510e-03,-3.448956966400146484e+00,4.399989843368530273e-01,1.884475946426391602e+00,-1.913409113883972168e+00,2.832356393337249756e-01,-5.577269569039344788e-02,-4.005706012248992920e-01,1.179297491908073425e-01,6.263618469238281250e-01,-3.124963492155075073e-02,1.013826131820678711e-01,2.344129562377929688e+00,4.329929351806640625e-01,8.061661124229431152e-01,2.241504192352294922e+00,-5.609348416328430176e-01
2.589639902114868164e+00,-2.186033248901367188e+00,1.635658860206604004e+00,3.197293996810913086e+00,-2.591524124145507812e-01,-9.600965380668640137e-01,-3.505537986755371094e+00,-2.443751335144042969e+00,1.636936306953430176e+00,1.520273685455322266e+00,1.045268654823303223e+00,5.907636880874633789e-01,3.430173635482788086e+00,1.547267198562622070e+00,-1.883927822113037109e+00,-3.817998468875885010e-01,-3.874695301055908203e+00,3.174915611743927002e-01,-2.218780517578125000e+00,3.097300291061401367e+00,2.139950692653656006e-01,8.839470744132995605e-01,2.363329887390136719e+00,-2.261268615722656250e+00,1.589156150817871094e+00,-2.261180162429809570e+00,-1.117090463638305664e+00,-1.286708235740661621e+00,-1.246567606925964355e+00,-5.750313997268676758e-01,4.698631465435028076e-01,-2.616725206375122070e+00
1.215174436569213867e+00,3.217205405235290527e-02,1.093627691268920898e+00,1.030659198760986328e+00,-9.305348396301269531e-01,-4.979809522628784180e-01,-4.467058777809143066e-01,3.793270587921142578e-01,-5.435526371002197266e-01,-8.607795834541320801e-02,-6.650579571723937988e-01,-9.463264346122741699e-01,2.166043281555175781e+00,1.327516078948974609e+00,-5.481521487236022949e-01,8.774964809417724609e-01,-1.611957073211669922e+00,7.886466979980468750e-01,-2.486730366945266724e-01,-9.997593164443969727e-01,8.321078419685363770e-01,5.220757722854614258e-01,1.591402769088745117e+00,-9.007344841957092285e-01,1.442588493227958679e-02,6.000587344169616699e-02,5.324787497520446777e-01,1.681344985961914062e+00,5.988975167274475098e-01,6.749581694602966309e-01,1.136425137519836426e-01,1.026651740074157715e+00
8.261688351631164551e-01,1.304192662239074707e+00,3.414532184600830078e+00,-5.429137945175170898e-01,-1.596067309379577637e+00,2.162330150604248047e-01,3.162145853042602539e+00,2.939882993698120117e+00,-2.454742908477783203e+00,7.243633270263671875e-01,1.223807573318481445e+00,4.995256364345550537e-01,-4.962267875671386719e-01,1.419243693351745605e+00,8.297754079103469849e-02,-1.625104427337646484e+00,-6.989613771438598633e-01,1.069193243980407715e+00,-1.206196695566177368e-01,9.440149068832397461e-01,1.011368393898010254e+00,-1.793077349662780762e+00,-1.620318740606307983e-01,2.660228729248046875e+00,-8.518146872520446777e-01,-3.962585031986236572e-01,-1.749525547027587891e+00,2.317244052886962891e+00,-7.613217234611511230e-01,1.876423656940460205e-01,3.005411624908447266e+00,-1.517194271087646484e+00
-5.027062892913818359e+00,-2.677371740341186523e+00,6.628925204277038574e-01,-4.647918224334716797e+00,3.411523818969726562e+00,3.188185930252075195e+00,2.495523169636726379e-02,-1.229044675827026367e+00,4.811996936798095703e+00,-1.059046030044555664e+00,1.984330654144287109e+00,-5.061821341514587402e-01,-4.555792808532714844e+00,-2.401007652282714844e+00,1.165134385228157043e-01,1.803622245788574219e+00,5.361073970794677734e+00,-2.315510988235473633e+00,3.749564170837402344e+00,-6.001098632812500000e+00,-1.246622130274772644e-01,-2.214132070541381836e+00,-1.405061841011047363e+00,2.538446903228759766e+00,-4.081520080566406250e+00,-2.934170722961425781e+00,1.733256578445434570e+00,-4.039417743682861328e+00,4.150511920452117920e-01,-2.839721202850341797e+00,-1.286687850952148438e+00,-4.409618973731994629e-01
-3.183944940567016602e+00,-1.703654408454895020e+00,2.234539031982421875e+00,2.732577800750732422e+00,7.769446372985839844e-01,1.110787630081176758e+00,-6.951953172683715820e-01,-9.017270803451538086e-01,4.106058597564697266e+00,6.544059514999389648e-01,2.686845302581787109e+00,1.886932849884033203e+00,-1.596654534339904785e+00,-9.259487390518188477e-01,1.524740457534790039e+00,-1.643104314804077148e+00,2.838260173797607422e+00,-8.361871242523193359e-01,-3.768439054489135742e+00,3.654688119888305664e+00,-1.056642234325408936e-01,1.705847859382629395e+00,7.247625589370727539e-01,2.031590700149536133e+00,-1.036568999290466309e+00,-2.740531444549560547e+00,-2.704288721084594727e+00,-2.359530448913574219e+00,-1.507947087287902832e+00,-1.536247253417968750e+00,-1.875407576560974121e+00,-2.160763025283813477e+00
-3.271942377090454102e+00,3.172385692596435547e+00,-2.021841526031494141e+00,-4.497348070144653320e-01,3.246196508407592773e+00,-2.404236316680908203e+00,-3.366815805435180664e+00,-2.244809865951538086e+00,-1.410559892654418945e+00,-3.310411691665649414e+00,1.160798907279968262e+00,3.249257802963256836e+00,-2.565782785415649414e+00,-1.283715248107910156e+00,2.859204530715942383e+00,-1.439317941665649414e+00,1.354047656059265137e+00,1.031277537345886230e+00,-9.904223084449768066e-01,1.420631527900695801e+00,-1.907596349716186523e+00,1.311276912689208984e+00,1.077323257923126221e-01,-2.399321079254150391e+00,1.527957201004028320e+00,1.346977114677429199e+00,2.915541529655456543e-01,-2.485648155212402344e+00,2.083122491836547852e+00,2.030283451080322266e+00,4.529187381267547607e-01,-8.874729275703430176e-01
1.194247364997863770e+00,1.276935458183288574e+00,6.906177401542663574e-01,-1.232579201459884644e-01,-1.316214084625244141e+00,-2.802872955799102783e-01,9.609872102737426758e-01,2.344472408294677734e+00,-2.493416309356689453e+00,8.024818450212478638e-02,-2.192768156528472900e-01,-9.515996575355529785e-01,3.526708483695983887e-01,2.430983334779739380e-01,-3.254229426383972168e-01,-6.856548786163330078e-02,-1.864625662565231323e-01,4.640898108482360840e-01,1.522263526916503906e+00,-9.299826622009277344e-01,4.504703581333160400e-01,-4.965066909790039062e-01,-1.785139918327331543e+00,1.395019769668579102e+00,-5.307835340499877930e-01,1.146035671234130859e+00,-2.408957183361053467e-01,1.955456137657165527e+00,3.531683981418609619e-01,5.755887627601623535e-01,1.374631166458129883e+00,1.063991904258728027e+00
1.440471887588500977e+00,3.301600813865661621e-01,2.741510391235351562e+00,-7.975979149341583252e-02,-1.576366662979125977e+00,1.007969379425048828e+00,1.869575381278991699e+00,1.670143842697143555e+00,-1.878045678138732910e+00,5.719883739948272705e-02,2.045048475265502930e+00,-2.804481029510498047e+00,8.992308378219604492e-01,2.532038450241088867e+00,-6.473401784896850586e-01,1.371005550026893616e-02,1.164293289184570312e+00,8.442063331604003906e-01,-8.069496750831604004e-01,-6.581723093986511230e-01,1.669144749641418457e+00,-2.978627443313598633e+00,8.126229047775268555e-03,8.021665215492248535e-01,-8.811466097831726074e-01,2.159508228302001953e+00,4.555919170379638672e-01,1.622203588485717773e+00,-1.482516974210739136e-01,1.490602791309356689e-01,-1.940079629421234131e-01,3.693976104259490967e-01
